Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Iran, Islamic Rep.",IRN,5480,5470,5490,4880,3990
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Iraq,IRQ,5460,5050,4400,4780,5470
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ireland,IRL,50280,51850,53490,59300,63650
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Isle of Man,IMN,83630,78710,77920,83460,84490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Israel,ISR,36550,36840,38210,41520,43800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Italy,ITA,33000,31970,31380,33850,34910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jamaica,JAM,4870,4770,4940,5230,5500
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Japan,JPN,39380,38460,38930,41800,41970
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jordan,JOR,3860,3830,3920,4090,4180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kazakhstan,KAZ,11380,8770,8040,8070,8820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kenya,KEN,1330,1500,1550,1730,1890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kiribati,KIR,3280,2660,2790,2990,3220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Rep.",KOR,28720,29330,30290,32740,33830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kosovo,XKX,3930,3930,3950,4300,4640
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kuwait,KWT,41040,34540,30870,32300,34660
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kyrgyz Republic,KGZ,1180,1110,1110,1220,1270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lao PDR,LAO,1970,2110,2240,2470,2520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latvia,LVA,15110,14800,14870,16560,17580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lebanon,LBN,7440,7750,8330,8750,8650
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lesotho,LSO,1280,1230,1150,1240,1300
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liberia,LBR,630,620,630,620,610
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Libya,LBY,8830,8100,10310,11630,10680
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liechtenstein,LIE,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lithuania,LTU,15190,14890,15280,17470,19090
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Luxembourg,LUX,73530,73730,75800,79770,79180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Macao SAR, China",MAC,60760,62300,68110,73830,72820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North Macedonia,MKD,5130,5000,4940,5500,5890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Madagascar,MDG,470,450,460,490,510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malawi,MWI,510,500,480,500,550
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malaysia,MYS,10400,9880,9680,10360,10960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Maldives,MDV,8070,8530,9120,9880,10400
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mali,MLI,770,750,730,800,820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malta,MLT,25230,23440,24660,27610,29330
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Marshall Islands,MHL,4910,4970,5220,5940,6640
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritania,MRT,1690,1560,1570,1710,1750
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritius,MUS,10410,10270,10560,11910,12440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mexico,MEX,10660,9800,9310,9610,9930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3470,3420,3490,3450,4040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Moldova,MDA,3290,3180,3300,3850,4490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Monaco,MCO,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mongolia,MNG,3850,3520,3250,3700,3840
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Montenegro,MNE,7260,7090,7410,8450,9140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Morocco,MAR,3290,3140,3160,3380,3500
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mozambique,MOZ,650,540,470,460,490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Myanmar,MMR,1220,1230,1220,1300,1370
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Namibia,NAM,5380,4810,4700,5000,5270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nauru,NRU,11280,11340,11100,13020,15550
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nepal,NPL,870,860,970,1110,1220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Netherlands,NLD,49300,46480,46270,50540,51930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Caledonia,NCL,..,..,..,..,37170
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Zealand,NZL,40660,39450,38860,41680,43110
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nicaragua,NIC,1870,1930,2000,1940,1880
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Niger,NER,550,520,510,570,590
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nigeria,NGA,2860,2460,2090,2020,2110
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Northern Mariana Islands,MNP,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Norway,NOR,93440,81870,76230,80970,82430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Oman,OMN,20520,18520,16620,17250,17820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pakistan,PAK,1320,1400,1490,1610,1570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Palau,PLW,15750,16620,16430,15980,16180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Panama,PAN,12240,12810,13770,14820,15330
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Papua New Guinea,PNG,2540,2430,2330,2330,2430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Paraguay,PRY,6090,5860,5800,6040,5940
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Peru,PER,6290,6070,6030,6430,6770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Philippines,PHL,3350,3410,3480,3640,3770
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Poland,POL,13250,12660,12690,14180,15330
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Portugal,PRT,20460,19940,20060,22060,23200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Puerto Rico,PRI,19420,19710,20000,21010,22040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Qatar,QAT,78040,66030,57190,59150,61750
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Romania,ROU,9610,9460,10030,11520,12670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Russian Federation,RUS,11780,9730,9210,10250,11280
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Rwanda,RWA,730,730,720,770,810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Samoa,WSM,3930,4080,4050,4060,4230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,San Marino,SMR,..,..,39740,42250,44390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sao Tome and Principe,STP,1370,1400,1430,1650,1800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Saudi Arabia,SAU,23430,21590,20090,21880,23180
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Senegal,SEN,1330,1300,1300,1420,1460
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Serbia,SRB,5960,5700,5570,6410,7040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Seychelles,SYC,13890,15220,17130,15230,16160
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sierra Leone,SLE,550,540,520,510,520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Singapore,SGP,53160,53290,54920,56560,58910
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sint Maarten (Dutch part),SXM,30780,33740,31670,30240,33050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovak Republic,SVK,17760,16840,16670,18400,19200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovenia,SVN,22270,21790,22140,24650,26060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Solomon Islands,SLB,2100,2110,2150,2320,2390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Somalia,SOM,500,510,540,550,570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Africa,ZAF,6550,5960,5950,6390,6740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Sudan,SSD,1040,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Spain,ESP,28460,27570,27120,29330,30360
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sri Lanka,LKA,3860,3980,4210,4360,4220
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Kitts and Nevis,KNA,18360,19320,20020,21510,23450
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Lucia,LCA,8970,9640,10200,10980,11040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Vincent and the Grenadines,VCT,7160,7520,7750,8350,8640
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sudan,SDN,1950,2190,2430,1390,940
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Suriname,SUR,8640,6740,5770,5790,6020
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Eswatini,SWZ,3700,3370,3310,3550,3620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sweden,SWE,58440,54390,53050,55700,56470
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,86810,83360,80770,82470,83160
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Syrian Arab Republic,SYR,910,760,730,820,980
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tajikistan,TJK,1250,1110,1020,1020,1070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tanzania,TZA,960,950,950,1000,1040
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Thailand,THA,5580,5570,5820,6450,7080
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Timor-Leste,TLS,2180,1740,1800,1820,2420
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Togo,TGO,860,820,790,850,880
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tonga,TON,4210,4220,4440,4710,5130
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Trinidad and Tobago,TTO,19170,16550,15640,15430,15740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tunisia,TUN,4070,3870,3650,3650,3540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkiye,TUR,12080,11340,11090,10650,9800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkmenistan,TKM,6790,6590,6160,6500,6970
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turks and Caicos Islands,TCA,23420,24990,24850,26420,26960
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tuvalu,TUV,5690,5490,5350,6160,6650
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uganda,UGA,850,820,760,770,810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ukraine,UKR,2800,2360,2360,2750,3310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Arab Emirates,ARE,46270,44460,42090,44350,46210
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Kingdom,GBR,44380,42960,41660,42020,43240
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,56620,57140,59220,63460,66130
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uruguay,URY,16900,16320,16550,17520,18170
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uzbekistan,UZB,2740,2790,2470,2120,1880
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vanuatu,VUT,2770,2780,2860,3120,3590
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Viet Nam,VNM,2480,2580,2720,3060,3340
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,West Bank and Gaza,PSE,3670,3900,3930,4190,4270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Yemen, Rep.",YEM,1190,1140,1130,1000,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zambia,ZMB,1540,1340,1270,1400,1390
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,1220,1200,1170,1550,1450
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Afghanistan,AFG,72264460583.4333,71002992402.2763,75541822529.0687,78452629305.5163,83114293808.3467
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Albania,ALB,33983933600.3434,35303753953.2809,36786681442.605,38643987272.43,40583177886.8439
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Algeria,DZA,464956187403.212,466787785435.932,478552633868.987,490775041727.01,504951788300.27
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,American Samoa,ASM,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Andorra,AND,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Angola,AGO,194201093550.639,194190298891.968,204590021604.228,203271990590.934,202535402620.151
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Antigua and Barbuda,ATG,1791853932.76206,1825199679.71101,1876707882.73479,2058386525.84355,2164267402.3151
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Argentina,ARG,850943025662.517,865728756878.777,1012802784987.51,999477911340.463,993329077050.985
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Armenia,ARM,30350856297.5624,32159509361.2082,36931688582.4612,39052063120.3201,42652316566.7278
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Aruba,ABW,3729142478.29994,3762715342.46141,3872113603.24205,4015089998.57761,4080041119.3874
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Australia,AUS,1079982845793.32,1116837774694.58,1158118862741.3,1214893467981.23,1273416087790.9
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Austria,AUT,426732539405.343,460248078658.205,472121614071.579,498431937162.513,528620894948.594
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Azerbaijan,AZE,139536668196.983,131802753631.7,133891980747.811,137699257103.595,145097815681.857
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,"Bahamas, The",BHS,11938397478.681,12114062811.6163,12988586789.9007,13381272119.5968,13785680368.8127
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bahrain,BHR,59027883384.9117,60275901158.781,67284010435.2343,70443505663.1055,72984436635.5147
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bangladesh,BGD,701591060059.261,762513773147.244,808575894587.825,893313314637.336,981928369995.099
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Barbados,BRB,4243571556.66868,4362578418.72657,4329135010.29111,4384691450.00064,4446843066.19397
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belarus,BLR,163947995272.129,160480473070.668,167108118023.774,176774543803.611,183777198957.76
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belgium,BEL,528249820624.552,555959647175.261,579048881302.262,605582412477.963,647342556465.905
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Belize,BLZ,3184229772.53787,3173398567.85517,3114639004.34618,3179212919.31383,3372045132.93776
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Benin,BEN,30282958642.7141,32384504143.6299,33647417490.4049,36766633595.0317,40036155688.8566
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bermuda,BMU,4857325794.21895,5069411917.91031,5441446654.03734,5502445451.27569,5515855315.31481
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bhutan,BTN,6820498921.72026,7485314870.70246,8063888272.9059,8518002240.38172,9183114571.27457
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bolivia,BOL,74894854628.5889,81222638731.8631,91495898240.3683,98192891933.4671,102565612345.555
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bosnia and Herzegovina,BIH,41959768430.2858,44859179661.8472,46336487125.7596,50037539747.5089,54078367779.8751
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Botswana,BWA,29898756384.6637,32863012968.62,32216118442.305,34065962149.8778,37329145114.4025
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brazil,BRA,2958026429307.17,2876740136507.09,2962271099129.21,3058925247017.94,3154920115524.25
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,British Virgin Islands,VGB,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Brunei Darussalam,BRN,27254603848.3947,25364170400.1577,27428959648.7296,26691246249.6264,28799884531.4937
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Bulgaria,BGR,127908343125.165,138636762057.469,148501536807.233,156380825726.585,170543104255.975
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burkina Faso,BFA,29619149700.6198,33766175223.7979,37765264713.5699,41481933114.0071,43969867561.5212
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Burundi,BDI,8551056104.25342,8354333752.75671,8380014255.21821,8733392580.38043,9058044730.40005
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cabo Verde,CPV,3330671889.32497,3615507976.23575,3905420152.19532,4187655521.33616,4570017331.62071
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cambodia,KHM,49695125105.4018,54905400965.1813,59657647125.7637,65478977944.1063,71070686301.2427
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cameroon,CMR,78039557072.8874,82998880759.8221,88388067006.1336,94074925275.3304,98813503342.5367
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Canada,CAN,1570419104485.27,1657591887626.39,1743306959310.54,1821483037220.98,1851430732710.42
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Cayman Islands,CYM,2351877741.07651,2635204595.37926,2961317695.44801,3295382041.34973,3700878296.23475
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Central African Republic,CAF,3580087008.65921,3910067806.77701,4409011233.54022,4791717956.33572,5026635640.06434
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chad,TCD,24904346467.7966,23791406629.63,23520168178.8231,24619506688.2696,25854763156.0053
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Channel Islands,CHI,..,..,..,..,..
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,Chile,CHL,395546267618.996,413012764334.869,433363834230.02,458498081287.065,469155277561.128
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,China,CHN,17711827416520.5,18619312059573.2,19860975136118.3,21644244590428.5,23380863060039.8
