Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liberia,LBR,61.0459804212216,46.5216243456223,42.6755109279095,49.404649144017,47.475649525477
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Libya,LBY,57.1067817877362,30.9163600947976,43.8089880901602,56.8760561465534,74.7276582103101
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Liechtenstein,LIE,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Lithuania,LTU,129.227249375857,121.694017221697,130.152101988773,129.929611462684,125.728600887993
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Luxembourg,LUX,67.2997067208018,60.5430499068915,58.7973185463255,57.1644990770909,58.2554093885782
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Macao SAR, China",MAC,26.5093888153725,22.5889002131297,21.5485625825645,22.9604061491223,23.1526305641787
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,North Macedonia,MKD,108.927202099815,108.203660135004,118.430357912397,125.84494426929,132.15574108214
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Madagascar,MDG,42.7712721521674,44.0557862916666,49.4675536804937,52.114699527858,47.062444597605
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malawi,MWI,36.2493550337105,41.4166171148908,37.9044383564245,35.6655766907962,34.384330009308
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malaysia,MYS,124.744128014104,118.977533958465,129.59423832409,129.618578045934,121.363646927926
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Maldives,MDV,51.725323848082,53.9916321671197,55.6013910668773,61.0434846974192,56.7402412080095
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mali,MLI,49.7300051481926,49.030203200526,46.740427713777,48.6559921823281,50.9772693512405
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Malta,MLT,77.9246516087782,82.5333146470908,65.6677849996261,64.6633707919854,66.0689709630555
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Marshall Islands,MHL,87.4329839839167,66.262779250284,61.1186020577223,52.8642299013663,53.0179945772649
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mauritania,MRT,89.7538861360919,59.3397371177594,81.0424980093005,70.0470273134772,73.2890729955759
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mauritius,MUS,62.0622917498147,55.6924997457665,55.3906486616574,54.4731652824634,54.1619012831278
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mexico,MEX,64.7684483059867,69.3622339017868,70.680844932463,73.8317173366255,71.0782354783566
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Micronesia, Fed. Sts.",FSM,63.1931698294322,70.7266364337884,62.4545227438099,60.9555390298316,58.4134615384615
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Moldova,MDA,76.3461273938576,75.9791721094835,76.2260686983159,75.228405545383,73.4676684631415
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Monaco,MCO,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mongolia,MNG,72.8664222488671,73.9982159532359,91.7876470272261,97.7910712688552,96.7735644513191
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Montenegro,MNE,58.9928294666976,60.4761705179617,62.4716946908079,63.2292813196287,60.8799533481716
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Morocco,MAR,54.7340884477502,57.4081815703738,58.8507360965101,62.5461616394071,61.9499185227724
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Mozambique,MOZ,72.4721470360021,70.7097834974499,78.9316520484364,79.6145327454023,77.9809694965689
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Myanmar,MMR,47.4371381852911,43.558493890558,50.1581326764838,52.9770132493727,48.733191388997
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Namibia,NAM,103.783262657978,100.326256358811,93.1125039818147,115.311930201527,114.352433553158
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nauru,NRU,120.1931,70.7388,53.03796,42.7495384615385,94.2792354285714
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nepal,NPL,30.2658352563775,39.2715584900984,38.2685259196054,40.7652620207338,38.9280104681548
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Netherlands,NLD,141.403540136749,136.64801317316,147.110643999241,150.124046919788,147.690875425772
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,New Caledonia,NCL,44.7231537963572,42.6955190480646,44.3860735990622,47.8355655348,49.009802920396
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,New Zealand,NZL,39.8220933950811,36.981366742114,37.8589351092214,39.3918094673628,38.4247202787474
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nicaragua,NIC,93.2765801824525,79.8503622138479,93.4141204494545,94.9311090299474,95.3537471898225
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Niger,NER,36.9377197951309,30.7148994342161,32.7667933846034,31.7589961990939,31.475096101681
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Nigeria,NGA,19.2516963708397,17.0107868037786,20.1575144413897,24.5540341880582,24.8226887756465
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Northern Mariana Islands,MNP,52.0879120879121,48.2926829268293,40.3846153846154,45.8109146810146,50.5503810330229
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Norway,NOR,46.4600233436831,43.2719144682264,45.3777583280847,47.3843541499549,46.0235583775863
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Oman,OMN,77.4150500755015,70.7612040018001,73.3878604926438,73.7996518303774,70.668173387597
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Pakistan,PAK,22.0883474163906,21.4335363237073,23.3825783628437,23.4474573501479,22.9538253776137
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Palau,PLW,55.6233613839092,53.9725108950721,65.8263305322129,62.3816738237724,69.8654956216588
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Panama,PAN,62.5824986411988,55.4848491651369,53.0957659394206,51.2466390624524,47.0584607429923
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Papua New Guinea,PNG,50.6549676963399,49.4342734600739,57.2095683139768,58.2460710450374,60.8983849240888
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Paraguay,PRY,51.4975266450157,50.5601318029192,52.7090077589903,55.6264775733966,54.0852129570442
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Peru,PER,37.6543094310872,37.9211666687253,39.4956619120364,41.007289409203,38.8602565996136
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Philippines,PHL,43.5891008929463,44.6440504587147,51.9406409224261,52.6484838765811,48.6283492236227
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Poland,POL,82.9150368007046,85.8089203480757,89.237367202597,90.4460299234715,89.2323528714542
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Portugal,PRT,61.1658120651445,59.743399089973,63.6494184717393,64.9659425057777,65.2539722906615
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Puerto Rico,PRI,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Qatar,QAT,68.3696243179738,58.8991728054562,60.4559470310509,63.5999832935942,57.8966185013827
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Romania,ROU,73.3169288830887,74.5295298974999,74.3512294894071,72.9121710726539,69.0847428512045
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Russian Federation,RUS,39.1965518125492,37.062034668011,37.5636666480774,41.8003965835433,39.7844800218834
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Rwanda,RWA,35.8588137334724,34.3258514030249,35.1135658299449,37.2136296847988,37.6945378890903
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Samoa,WSM,52.1749365804567,48.1085520402793,45.2056889350841,46.5593635832396,48.1953858785498
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,San Marino,SMR,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sao Tome and Principe,STP,58.8462346358352,52.3493440951921,50.6206707223065,42.7397951839278,38.9853102510989
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Saudi Arabia,SAU,56.4951193109601,48.610969742015,49.8400900728587,50.9622324638362,49.4614187051934
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Senegal,SEN,46.1721953389446,42.6358552209813,46.2837657101546,50.5868018047537,52.6534015992011
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Serbia,SRB,78.8078465191034,83.8455844627521,88.1390099576817,89.0766381260724,89.9945284165208
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Seychelles,SYC,101.047271796107,102.813380314307,120.867568450997,115.865346775487,102.425971782547
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sierra Leone,SLE,48.0241275419362,43.8033159390417,50.222568001131,46.7061584814391,52.4214091741621
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Singapore,SGP,210.609436298676,192.40193371052,204.318209665718,207.986057667998,199.032431746507
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sint Maarten (Dutch part),SXM,69.5400133684397,69.2353251732759,65.3260470349432,84.7363107430086,78.7708919283725
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Slovak Republic,SVK,166.45841389698,168.688656150899,172.536391230619,175.551765995184,169.81094207696
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Slovenia,SVN,143.232596117154,141.743679332606,153.369788561436,159.598338156448,163.551152616414
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Solomon Islands,SLB,66.2125126694166,64.5890730272518,72.9356331516113,72.4243669777615,64.9104000982318
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Somalia,SOM,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Africa,ZAF,53.5470889802255,51.8892209261501,49.9471993830962,51.3104250524336,50.7422966764156
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,South Sudan,SSD,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Spain,ESP,49.6694843791602,48.7130299070258,51.1337816749696,51.8614751247009,50.6890794118574
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sri Lanka,LKA,34.6272835033991,33.510095705761,34.2671002307605,36.1113367103917,35.8108271135679
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Kitts and Nevis,KNA,36.7806127780121,38.1198894052591,33.9201914900318,36.1443295421305,35.767331700855
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Lucia,LCA,41.5000686544346,41.5447293288913,39.1644036860615,35.0499092558984,32.3419264563617
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Martin (French part),MAF,..,..,..,..,169.118336422932
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,St. Vincent and the Grenadines,VCT,48.3119084616471,46.9112443259863,44.0738953003642,45.0058424669869,41.0643047981554
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sudan,SDN,14.9179851914049,11.07889175393,10.202085058004,35.0345671483977,40.2806856072692
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Suriname,SUR,71.7875419356154,81.1172134703435,91.0994442254306,92.7631512787443,96.2639676496627
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Eswatini,SWZ,79.3454361565636,81.4723365534465,77.5158722415458,79.2868805246386,85.8445092987357
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Sweden,SWE,55.1215433897551,54.3602173138762,56.7697515346895,60.594067008284,59.8537652278485
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Switzerland,CHE,78.1923036523294,83.3016108651197,81.9097119708355,81.3537003166116,82.0334541027373
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Syrian Arab Republic,SYR,52.4155378389898,58.029599177111,53.1957641699545,46.1939146267471,37.82593340671
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tajikistan,TJK,52.3125866883445,56.2037491125254,52.7174558298904,54.397937494569,54.4886328033747
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tanzania,TZA,32.950239212995,27.7250904097774,23.2980326637046,23.0879697694696,23.6896185388871
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Thailand,THA,103.904039031388,99.0854723056637,100.393811686366,98.8956759881473,88.7039844315299
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Timor-Leste,TLS,37.3619668091583,34.3094959789815,36.1029262516703,36.0755612527274,36.7532069023016
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Togo,TGO,58.1534969999065,54.3058638108259,45.2451550337957,45.4673765350623,44.9900708847023
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tonga,TON,51.9447141530769,59.4461456209208,54.3036329821088,49.7027206038659,50.3853412232323
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Trinidad and Tobago,TTO,73.9322878885887,66.1432793373472,65.0324663768288,74.28442733731,56.8898880206967
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tunisia,TUN,74.9112691559895,74.467867169569,82.6733423682624,89.5667912054357,87.0934960851922
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkiye,TUR,42.1838683570443,40.4096720124302,46.9400933021176,52.4179168579637,51.4027520613922
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turkmenistan,TKM,47.4864125012969,33.0610697273941,31.7167889590333,29.8046664190245,30.0600069481729
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Turks and Caicos Islands,TCA,44.0519282006645,38.0647235900555,36.5818469920234,32.8788387840938,29.6471983397569
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Tuvalu,TUV,100.51087755102,55.2498607142857,59.6334591620821,52.0667805714535,60.9720062268324
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uganda,UGA,24.0681624711798,25.0342515744626,27.6374871263903,29.8113777824294,31.8545620545228
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Ukraine,UKR,83.096996370812,80.9933006706305,82.8562597093076,79.8557039770222,72.0378246948228
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Arab Emirates,ARE,152.290401702771,152.091780428757,146.3025391286,148.14491072283,162.175040378286
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United Kingdom,GBR,37.4278093582064,38.9566933826579,40.3708667906319,40.3605584749298,40.5495929949865
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,United States,USA,20.9703869632651,19.7975023057101,20.3043624062811,20.835684306495,19.6932355967522
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uruguay,URY,29.7796503521901,26.4088235873942,25.1453527529993,25.1383861879339,25.6669831249954
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Uzbekistan,UZB,24.2516309292488,23.5690774942189,35.6210193726201,53.4006850978307,61.0399159608063
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Vanuatu,VUT,55.5501736219039,60.4438830320989,47.3830342410606,49.3037897431826,44.0991368078176
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Venezuela, RB",VEN,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Viet Nam,VNM,136.954480212362,136.674626750318,152.097926201777,154.966449745823,154.819009531422
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,West Bank and Gaza,PSE,..,..,..,..,..
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,"Yemen, Rep.",YEM,16.6876786362133,11.1470065703132,13.0615085115586,17.9670976256992,24.548129331973
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zambia,ZMB,68.4290228540579,65.1862347638571,61.792712343453,70.3114413308831,60.9730257146967
Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,Zimbabwe,ZWE,46.5909122444514,42.1973615908655,48.5928518452713,30.5889993347137,41.6173609014578
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Afghanistan,AFG,100,106.3025336899,108.4152517508,105.630245851,111.9034263703
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Albania,ALB,100,101.0767054695,104.0747474235,104.1489992806,103.9745074856
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Algeria,DZA,100,82.5372236418,93.880987359,111.019824637,101.6912729064
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,American Samoa,ASM,100,112.2250360294,102.5876300296,97.1887515305,97.9346053201
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Andorra,AND,100,99.6802369855,98.7503163236,101.6584212729,101.3067448116
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Angola,AGO,100,87.8934159121,109.7727224356,136.9240600691,126.3241433624
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Antigua and Barbuda,ATG,100,98.0611830789,97.7407867771,94.0341882829,90.6794742509
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Argentina,ARG,100,106.0819485843,103.0075883754,104.24246564,103.3360441909
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Armenia,ARM,100,104.363566838,111.4233771351,110.8858328447,113.9241657052
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Aruba,ABW,100,101.5840108876,103.0327938722,101.4970763026,99.4275153863
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Australia,AUS,100,99.8663574458,116.3947033891,118.5722402418,130.2261173843
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Austria,AUT,100,100.3059621332,98.7762513871,97.3158929447,97.5648016726
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Azerbaijan,AZE,100,86.1014239841,103.6550822853,126.1502196168,112.5115737836
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Bahamas, The",BHS,100,98.8083666839,99.4648444422,99.5086275134,96.3123266499
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bahrain,BHR,100,97.6187951201,105.2382414373,108.5529443303,106.2713549187
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bangladesh,BGD,100,101.5758761056,96.268386867,91.7478266997,94.864178357
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Barbados,BRB,100,99.9200949692,98.2581110064,98.0711687051,98.4494070595
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belarus,BLR,100,94.1176470564,98.9397771868,101.9014917673,101.174365925
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belgium,BEL,100,101.6697104162,100.0735895397,98.6541471033,99.4751273014
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Belize,BLZ,100,116.0918663188,111.9672248437,104.8077106756,108.1479886517
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Benin,BEN,100,104.187473286,108.2195419621,109.1661019886,105.2692489231
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bermuda,BMU,100,101.1500038118,110.0695262619,125.5543009651,129.0458181296
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bhutan,BTN,100,98.6409111945,105.400829482,112.9405288089,109.436018047
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bolivia,BOL,100,84.4816777063,94.9377286796,99.6284481701,98.7329587915
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bosnia and Herzegovina,BIH,100,100.4922452836,100.6222713376,102.3475341548,102.2941577948
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Botswana,BWA,100,101.5083830224,96.6487733655,93.1809396468,94.5003419823
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Brazil,BRA,100,102.3710937208,108.2356937329,106.8817981416,107.0374943851
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,British Virgin Islands,VGB,100,101.7993566485,100.8182874578,104.056091693,104.3569918763
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Brunei Darussalam,BRN,100,79.5946727475,96.3817674194,117.0353354048,94.9967821298
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Bulgaria,BGR,100,101.8389502373,99.832604209,99.0146702156,99.1026167838
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Burkina Faso,BFA,100,111.7247653361,111.4453033642,105.1429313925,112.3426159805
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Burundi,BDI,100,106.800170508,111.7249568717,100.2350765053,103.8631552029
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cabo Verde,CPV,100,102.2283745199,102.4533598811,101.8981200755,101.1849386636
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cambodia,KHM,100,102.1056470614,97.760018219,92.6095183385,94.7887019329
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cameroon,CMR,100,97.0685711705,100.7683858892,107.6103772562,102.5818939574
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Canada,CAN,100,99.3696472521,102.5126938677,103.9633973206,102.1483130209
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cayman Islands,CYM,100,100.0166189094,97.8087632777,95.7035574385,93.0677941846
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Central African Republic,CAF,100,99.9607002219,102.2773526656,97.2281871869,94.1154334355
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Chad,TCD,100,86.7873305694,104.8858223751,127.5481952494,116.2827929646
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Channel Islands,CHI,..,..,..,..,..
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Chile,CHL,100,103.8337863573,114.262290128,111.3294798027,109.3518401244
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,China,CHN,100,99.7779239415,94.3377543893,91.4523399326,92.6680598569
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Colombia,COL,100,98.842870038,115.7061511889,126.5359734243,124.750665448
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Comoros,COM,100,91.8890831751,71.4922774252,53.5374652094,49.8745853656
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Dem. Rep.",COD,100,96.0116885957,113.0619173855,116.1729230401,108.5954227622
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Congo, Rep.",COG,100,94.9655533922,108.3615211017,130.36834788,121.8269049537
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Costa Rica,CRI,100,103.2890534823,100.6075555072,98.7676937033,98.6334480955
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cote d'Ivoire,CIV,100,100.3165172038,88.6017069071,88.7283934375,90.8053849931
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Croatia,HRV,100,98.9978072268,97.9068047828,96.4431115539,96.8025450962
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cuba,CUB,100,108.6615139397,106.0762041878,104.2002617471,106.6867568302
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Curacao,CUW,100,95.6176518745,98.4192403935,100.4128073917,100.0698537314
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Cyprus,CYP,100,97.8857808361,97.9692710856,100.1592451042,97.5552822543
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Czechia,CZE,100,100.5377461467,99.2979802162,99.3137788252,100.0233837743
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Denmark,DNK,100,99.7651381577,99.3847280281,98.7262836161,102.3401154592
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Djibouti,DJI,100,96.3658210855,96.8550271126,99.1565222789,98.3427565984
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominica,DMA,100,106.456852266,102.7843694406,99.9798548494,104.1550669867
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Dominican Republic,DOM,100,104.481125901,99.7300977432,94.9854918471,99.2678142253
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ecuador,ECU,100,95.377765863,103.5794896784,112.9475755897,108.9735504698
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Egypt, Arab Rep.",EGY,100,101.7960698171,102.8573442907,105.5526001701,103.5664158565
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,El Salvador,SLV,100,104.1110157393,101.3500089493,97.3763701451,99.0107749865
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Equatorial Guinea,GNQ,100,84.2183093603,102.5791864975,125.3661898219,108.9004271179
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Eritrea,ERI,100,102.1880249832,108.4534551083,108.0683538408,107.5274508201
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Estonia,EST,100,101.9503875266,100.5120829119,101.0115094368,100.600106494
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Ethiopia,ETH,100,105.5339729382,101.4372741615,91.694880543,91.8947760031
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Faroe Islands,FRO,100,107.5523932361,106.2899146799,104.9680373093,104.6285443842
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Fiji,FJI,100,103.4933461434,102.021117327,100.123302198,101.3099716823
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Finland,FIN,100,99.5695419418,98.0197706337,96.9334584129,96.1974668763
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,France,FRA,100,99.5397093931,97.7117277364,96.7172660652,96.9055974866
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,French Polynesia,PYF,100,103.3338860241,97.6116591566,92.5305321929,92.5788523575
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Gabon,GAB,100,95.1403985009,110.7387244982,126.3239068436,115.7056113309
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,"Gambia, The",GMB,100,96.9735650985,101.7464733674,102.9324148557,99.9048599471
Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,Georgia,GEO,100,103.494199296,107.8823341401,106.277069832,107.4082885
